ensemble_id,size,positive_active_day_rate,positive_calendar_day_rate,active_days,total_return,max_dd,daily_sharpe,members
7b12bcd0e19b02+fb584438b4e117+d3c6e0ebd1039b,3,0.6349206349206349,0.11527377521613832,63,0.02505388844292744,-0.025486063205266363,0.9992049974644368,"[""7b12bcd0e19b02"", ""fb584438b4e117"", ""d3c6e0ebd1039b""]"
78293b292523ea+6afb52531f2875+e6da9b503cc726,3,0.6338028169014085,0.12968299711815562,71,0.016672394309627192,-0.023941161246265996,0.676714722420551,"[""78293b292523ea"", ""6afb52531f2875"", ""e6da9b503cc726""]"
78293b292523ea+0c27ea5e60af99+e6da9b503cc726,3,0.6338028169014085,0.12968299711815562,71,0.016672394309627192,-0.023941161246265996,0.676714722420551,"[""78293b292523ea"", ""0c27ea5e60af99"", ""e6da9b503cc726""]"
78293b292523ea+fb584438b4e117+d3c6e0ebd1039b,3,0.6333333333333333,0.10951008645533142,60,0.018638077504589123,-0.03523822069308091,0.7329624693599066,"[""78293b292523ea"", ""fb584438b4e117"", ""d3c6e0ebd1039b""]"
7b12bcd0e19b02+fb584438b4e117+e6da9b503cc726,3,0.6329113924050633,0.1440922190201729,79,0.02607122112369642,-0.018647941371458976,1.0429986416533756,"[""7b12bcd0e19b02"", ""fb584438b4e117"", ""e6da9b503cc726""]"
c375850268f7ce+78293b292523ea+6afb52531f2875,3,0.6296296296296297,0.09798270893371758,54,0.021249892847092777,-0.030350956701296616,0.8760881133162596,"[""c375850268f7ce"", ""78293b292523ea"", ""6afb52531f2875""]"
c375850268f7ce+78293b292523ea+0c27ea5e60af99,3,0.6296296296296297,0.09798270893371758,54,0.021249892847092777,-0.030350956701296616,0.8760881133162596,"[""c375850268f7ce"", ""78293b292523ea"", ""0c27ea5e60af99""]"
6afb52531f2875+7de4db9c2df145+0011595a7d28ef,3,0.6296296296296297,0.14697406340057637,81,0.016195707612477683,-0.018552739284388164,0.5188294521650008,"[""6afb52531f2875"", ""7de4db9c2df145"", ""0011595a7d28ef""]"
0c27ea5e60af99+7de4db9c2df145+0011595a7d28ef,3,0.6296296296296297,0.14697406340057637,81,0.016195707612477683,-0.018552739284388164,0.5188294521650008,"[""0c27ea5e60af99"", ""7de4db9c2df145"", ""0011595a7d28ef""]"
c375850268f7ce+7b12bcd0e19b02+d3c6e0ebd1039b,3,0.6290322580645161,0.11239193083573487,62,0.02840075333196279,-0.028649171236560633,1.1508351404085975,"[""c375850268f7ce"", ""7b12bcd0e19b02"", ""d3c6e0ebd1039b""]"
0ddaafafb62640+6afb52531f2875+e6da9b503cc726,3,0.6290322580645161,0.11239193083573487,62,0.01759893221640385,-0.010722178693301054,1.0208396408053835,"[""0ddaafafb62640"", ""6afb52531f2875"", ""e6da9b503cc726""]"
0ddaafafb62640+0c27ea5e60af99+e6da9b503cc726,3,0.6290322580645161,0.11239193083573487,62,0.01759893221640385,-0.010722178693301054,1.0208396408053835,"[""0ddaafafb62640"", ""0c27ea5e60af99"", ""e6da9b503cc726""]"
c375850268f7ce+78293b292523ea+d3c6e0ebd1039b,3,0.6271186440677966,0.10662824207492795,59,0.021963994370691076,-0.03836967486442755,0.8755351215438352,"[""c375850268f7ce"", ""78293b292523ea"", ""d3c6e0ebd1039b""]"
7b12bcd0e19b02+e6da9b503cc726,2,0.6268656716417911,0.12103746397694524,67,0.0321678882426224,-0.01748951471159843,0.9457856569876323,"[""7b12bcd0e19b02"", ""e6da9b503cc726""]"
c375850268f7ce+7b12bcd0e19b02+6afb52531f2875,3,0.625,0.10086455331412104,56,0.027696031471047045,-0.020549396999221314,1.1883414543841433,"[""c375850268f7ce"", ""7b12bcd0e19b02"", ""6afb52531f2875""]"
c375850268f7ce+7b12bcd0e19b02+0c27ea5e60af99,3,0.625,0.10086455331412104,56,0.027696031471047045,-0.020549396999221314,1.1883414543841433,"[""c375850268f7ce"", ""7b12bcd0e19b02"", ""0c27ea5e60af99""]"
